"Time (CET)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"14.01.2019 20:00 - 14.01.2019 20:15","66169","70484"
"14.01.2019 20:15 - 14.01.2019 20:30","64901","69191"
"14.01.2019 20:30 - 14.01.2019 20:45","64720","68391"
"14.01.2019 20:45 - 14.01.2019 21:00","64147","67668"
"14.01.2019 21:00 - 14.01.2019 21:15","63616","66792"
"14.01.2019 21:15 - 14.01.2019 21:30","63153","65776"
"14.01.2019 21:30 - 14.01.2019 21:45","63271","65006"
"14.01.2019 21:45 - 14.01.2019 22:00","61930","64106"
"14.01.2019 22:00 - 14.01.2019 22:15","61734","63819"
"14.01.2019 22:15 - 14.01.2019 22:30","59406","62691"
"14.01.2019 22:30 - 14.01.2019 22:45","59623","61888"
"14.01.2019 22:45 - 14.01.2019 23:00","58000","60981"
"14.01.2019 23:00 - 14.01.2019 23:15","57711","59502"
"14.01.2019 23:15 - 14.01.2019 23:30","56400","58565"
"14.01.2019 23:30 - 14.01.2019 23:45","54720","57838"
"14.01.2019 23:45 - 15.01.2019 00:00","54079","56940"
"15.01.2019 00:00 - 15.01.2019 00:15","55416","56267"
"15.01.2019 00:15 - 15.01.2019 00:30","54756","55740"
"15.01.2019 00:30 - 15.01.2019 00:45","54213","55332"
"15.01.2019 00:45 - 15.01.2019 01:00","53803","54949"
"15.01.2019 01:00 - 15.01.2019 01:15","53429","53984"
"15.01.2019 01:15 - 15.01.2019 01:30","52658","53738"
"15.01.2019 01:30 - 15.01.2019 01:45","52828","53592"
"15.01.2019 01:45 - 15.01.2019 02:00","52412","53867"
"15.01.2019 02:00 - 15.01.2019 02:15","51974","53284"
"15.01.2019 02:15 - 15.01.2019 02:30","51772","53058"
"15.01.2019 02:30 - 15.01.2019 02:45","52117","53009"
"15.01.2019 02:45 - 15.01.2019 03:00","52141","53063"
"15.01.2019 03:00 - 15.01.2019 03:15","52076","53209"
"15.01.2019 03:15 - 15.01.2019 03:30","52202","53096"
"15.01.2019 03:30 - 15.01.2019 03:45","52356","53359"
"15.01.2019 03:45 - 15.01.2019 04:00","52401","53375"
"15.01.2019 04:00 - 15.01.2019 04:15","53039","53682"
"15.01.2019 04:15 - 15.01.2019 04:30","53105","53991"
"15.01.2019 04:30 - 15.01.2019 04:45","53662","54556"
"15.01.2019 04:45 - 15.01.2019 05:00","54178","54579"
"15.01.2019 05:00 - 15.01.2019 05:15","54794","56384"
"15.01.2019 05:15 - 15.01.2019 05:30","55357","57111"
"15.01.2019 05:30 - 15.01.2019 05:45","56614","58142"
"15.01.2019 05:45 - 15.01.2019 06:00","57940","58761"
"15.01.2019 06:00 - 15.01.2019 06:15","60071","62134"
"15.01.2019 06:15 - 15.01.2019 06:30","62643","63907"
"15.01.2019 06:30 - 15.01.2019 06:45","64094","65576"
"15.01.2019 06:45 - 15.01.2019 07:00","65682","67439"
"15.01.2019 07:00 - 15.01.2019 07:15","67329","69671"
"15.01.2019 07:15 - 15.01.2019 07:30","67957","70930"
"15.01.2019 07:30 - 15.01.2019 07:45","68589","72099"
"15.01.2019 07:45 - 15.01.2019 08:00","69492","73057"
"15.01.2019 08:00 - 15.01.2019 08:15","70444","73777"
"15.01.2019 08:15 - 15.01.2019 08:30","70406","74005"
"15.01.2019 08:30 - 15.01.2019 08:45","70730","74130"
"15.01.2019 08:45 - 15.01.2019 09:00","70882","74268"
"15.01.2019 09:00 - 15.01.2019 09:15","70470","73783"
"15.01.2019 09:15 - 15.01.2019 09:30","71273","73745"
"15.01.2019 09:30 - 15.01.2019 09:45","70911","74284"
"15.01.2019 09:45 - 15.01.2019 10:00","71532","74426"
"15.01.2019 10:00 - 15.01.2019 10:15","71420","74901"
"15.01.2019 10:15 - 15.01.2019 10:30","71363","74933"
"15.01.2019 10:30 - 15.01.2019 10:45","71419","74899"
"15.01.2019 10:45 - 15.01.2019 11:00","71541","74418"
"15.01.2019 11:00 - 15.01.2019 11:15","72027","75278"
"15.01.2019 11:15 - 15.01.2019 11:30","72277","75376"
"15.01.2019 11:30 - 15.01.2019 11:45","72467","74652"
"15.01.2019 11:45 - 15.01.2019 12:00","72135","74490"
"15.01.2019 12:00 - 15.01.2019 12:15","71716","74812"
"15.01.2019 12:15 - 15.01.2019 12:30","71906","73934"
"15.01.2019 12:30 - 15.01.2019 12:45","71804","73857"
"15.01.2019 12:45 - 15.01.2019 13:00","72084","73957"
"15.01.2019 13:00 - 15.01.2019 13:15","72080","74958"
"15.01.2019 13:15 - 15.01.2019 13:30","71880","74367"
"15.01.2019 13:30 - 15.01.2019 13:45","71601","74051"
"15.01.2019 13:45 - 15.01.2019 14:00","71302","73688"
"15.01.2019 14:00 - 15.01.2019 14:15","71220","74250"
"15.01.2019 14:15 - 15.01.2019 14:30","70786","74333"
"15.01.2019 14:30 - 15.01.2019 14:45","70960","74251"
"15.01.2019 14:45 - 15.01.2019 15:00","70988","74402"
"15.01.2019 15:00 - 15.01.2019 15:15","70938","74113"
"15.01.2019 15:15 - 15.01.2019 15:30","70994","73991"
"15.01.2019 15:30 - 15.01.2019 15:45","70693","73511"
"15.01.2019 15:45 - 15.01.2019 16:00","70670","73409"
"15.01.2019 16:00 - 15.01.2019 16:15","70747","73301"
"15.01.2019 16:15 - 15.01.2019 16:30","70919","73282"
"15.01.2019 16:30 - 15.01.2019 16:45","71157","73592"
"15.01.2019 16:45 - 15.01.2019 17:00","71986","74012"
"15.01.2019 17:00 - 15.01.2019 17:15","72360","74838"
"15.01.2019 17:15 - 15.01.2019 17:30","73083","75434"
"15.01.2019 17:30 - 15.01.2019 17:45","73161","75751"
"15.01.2019 17:45 - 15.01.2019 18:00","73909","75916"
"15.01.2019 18:00 - 15.01.2019 18:15","73541","75334"
"15.01.2019 18:15 - 15.01.2019 18:30","73508","74914"
"15.01.2019 18:30 - 15.01.2019 18:45","73523","74531"
"15.01.2019 18:45 - 15.01.2019 19:00","72458","74615"
"15.01.2019 19:00 - 15.01.2019 19:15","72062","74303"
"15.01.2019 19:15 - 15.01.2019 19:30","71686","73334"
"15.01.2019 19:30 - 15.01.2019 19:45","71292","73018"
"15.01.2019 19:45 - 15.01.2019 20:00","69892","72246"
"15.01.2019 20:00 - 15.01.2019 20:15","69196","70695"
"15.01.2019 20:15 - 15.01.2019 20:30","67572","69763"
"15.01.2019 20:30 - 15.01.2019 20:45","66914","69059"
"15.01.2019 20:45 - 15.01.2019 21:00","66219","67265"
"15.01.2019 21:00 - 15.01.2019 21:15","65261","67085"
"15.01.2019 21:15 - 15.01.2019 21:30","64593","66256"
"15.01.2019 21:30 - 15.01.2019 21:45","64159","65721"
"15.01.2019 21:45 - 15.01.2019 22:00","63313","64585"
"15.01.2019 22:00 - 15.01.2019 22:15","63295","64074"
"15.01.2019 22:15 - 15.01.2019 22:30","61516","63608"
"15.01.2019 22:30 - 15.01.2019 22:45","61348","62460"
"15.01.2019 22:45 - 15.01.2019 23:00","59734","61521"
"15.01.2019 23:00 - 15.01.2019 23:15","59131","60125"
"15.01.2019 23:15 - 15.01.2019 23:30","57885","58954"
"15.01.2019 23:30 - 15.01.2019 23:45","56443","58484"
"15.01.2019 23:45 - 16.01.2019 00:00","55850","57499"
"16.01.2019 00:00 - 16.01.2019 00:15","55692","56409"
"16.01.2019 00:15 - 16.01.2019 00:30","54976","55502"
"16.01.2019 00:30 - 16.01.2019 00:45","54465","54998"
"16.01.2019 00:45 - 16.01.2019 01:00","53884","54199"
"16.01.2019 01:00 - 16.01.2019 01:15","53547","53595"
"16.01.2019 01:15 - 16.01.2019 01:30","52561","53188"
"16.01.2019 01:30 - 16.01.2019 01:45","52957","52740"
"16.01.2019 01:45 - 16.01.2019 02:00","52485","52482"
"16.01.2019 02:00 - 16.01.2019 02:15","51902","52018"
"16.01.2019 02:15 - 16.01.2019 02:30","51607","52060"
"16.01.2019 02:30 - 16.01.2019 02:45","52110","51739"
"16.01.2019 02:45 - 16.01.2019 03:00","52192","51675"
"16.01.2019 03:00 - 16.01.2019 03:15","52025","51692"
"16.01.2019 03:15 - 16.01.2019 03:30","52229","51990"
"16.01.2019 03:30 - 16.01.2019 03:45","52403","52173"
"16.01.2019 03:45 - 16.01.2019 04:00","52456","52409"
"16.01.2019 04:00 - 16.01.2019 04:15","53252","53165"
"16.01.2019 04:15 - 16.01.2019 04:30","53199","53570"
"16.01.2019 04:30 - 16.01.2019 04:45","53879","53907"
"16.01.2019 04:45 - 16.01.2019 05:00","54313","54059"
"16.01.2019 05:00 - 16.01.2019 05:15","55192","55682"
"16.01.2019 05:15 - 16.01.2019 05:30","55646","56227"
"16.01.2019 05:30 - 16.01.2019 05:45","56859","57177"
"16.01.2019 05:45 - 16.01.2019 06:00","58126","58704"
"16.01.2019 06:00 - 16.01.2019 06:15","60076","61565"
"16.01.2019 06:15 - 16.01.2019 06:30","62686","63963"
"16.01.2019 06:30 - 16.01.2019 06:45","64374","66288"
"16.01.2019 06:45 - 16.01.2019 07:00","65977","68344"
"16.01.2019 07:00 - 16.01.2019 07:15","67440","70374"
"16.01.2019 07:15 - 16.01.2019 07:30","68133","71681"
"16.01.2019 07:30 - 16.01.2019 07:45","69410","72705"
"16.01.2019 07:45 - 16.01.2019 08:00","70233","73328"
"16.01.2019 08:00 - 16.01.2019 08:15","71290","74032"
"16.01.2019 08:15 - 16.01.2019 08:30","71074","74146"
"16.01.2019 08:30 - 16.01.2019 08:45","71275","74166"
"16.01.2019 08:45 - 16.01.2019 09:00","71450","74357"
"16.01.2019 09:00 - 16.01.2019 09:15","71065","74079"
"16.01.2019 09:15 - 16.01.2019 09:30","72188","74120"
"16.01.2019 09:30 - 16.01.2019 09:45","71810","74296"
"16.01.2019 09:45 - 16.01.2019 10:00","72487","74298"
"16.01.2019 10:00 - 16.01.2019 10:15","72619","74309"
"16.01.2019 10:15 - 16.01.2019 10:30","72233","74581"
"16.01.2019 10:30 - 16.01.2019 10:45","72236","74761"
"16.01.2019 10:45 - 16.01.2019 11:00","72237","74959"
"16.01.2019 11:00 - 16.01.2019 11:15","73167","74967"
"16.01.2019 11:15 - 16.01.2019 11:30","73436","75176"
"16.01.2019 11:30 - 16.01.2019 11:45","73802","75511"
"16.01.2019 11:45 - 16.01.2019 12:00","73391","75538"
"16.01.2019 12:00 - 16.01.2019 12:15","72480","75157"
"16.01.2019 12:15 - 16.01.2019 12:30","72688","74853"
"16.01.2019 12:30 - 16.01.2019 12:45","72753","74979"
"16.01.2019 12:45 - 16.01.2019 13:00","73121","75070"
"16.01.2019 13:00 - 16.01.2019 13:15","73027","75325"
"16.01.2019 13:15 - 16.01.2019 13:30","72939","75164"
"16.01.2019 13:30 - 16.01.2019 13:45","72383","74844"
"16.01.2019 13:45 - 16.01.2019 14:00","72222","74028"
"16.01.2019 14:00 - 16.01.2019 14:15","72194","73647"
"16.01.2019 14:15 - 16.01.2019 14:30","71767","73456"
"16.01.2019 14:30 - 16.01.2019 14:45","71803","73365"
"16.01.2019 14:45 - 16.01.2019 15:00","71626","73339"
"16.01.2019 15:00 - 16.01.2019 15:15","71457","73413"
"16.01.2019 15:15 - 16.01.2019 15:30","71427","73041"
"16.01.2019 15:30 - 16.01.2019 15:45","71278","72879"
"16.01.2019 15:45 - 16.01.2019 16:00","70978","72481"
"16.01.2019 16:00 - 16.01.2019 16:15","70962","72238"
"16.01.2019 16:15 - 16.01.2019 16:30","71083","72413"
"16.01.2019 16:30 - 16.01.2019 16:45","71100","72891"
"16.01.2019 16:45 - 16.01.2019 17:00","72112","73547"
"16.01.2019 17:00 - 16.01.2019 17:15","72678","74751"
"16.01.2019 17:15 - 16.01.2019 17:30","73236","75746"
"16.01.2019 17:30 - 16.01.2019 17:45","73047","76331"
"16.01.2019 17:45 - 16.01.2019 18:00","73773","76401"
"16.01.2019 18:00 - 16.01.2019 18:15","73553","75868"
"16.01.2019 18:15 - 16.01.2019 18:30","73409","75433"
"16.01.2019 18:30 - 16.01.2019 18:45","73566","75132"
"16.01.2019 18:45 - 16.01.2019 19:00","72445","75008"
"16.01.2019 19:00 - 16.01.2019 19:15","71968","74715"
"16.01.2019 19:15 - 16.01.2019 19:30","71543","73908"
"16.01.2019 19:30 - 16.01.2019 19:45","71388","73265"
"16.01.2019 19:45 - 16.01.2019 20:00","69972","72088"
"16.01.2019 20:00 - 16.01.2019 20:15","69213","71093"
"16.01.2019 20:15 - 16.01.2019 20:30","67428","69847"
"16.01.2019 20:30 - 16.01.2019 20:45","66889","68752"
"16.01.2019 20:45 - 16.01.2019 21:00","66221","68069"
"16.01.2019 21:00 - 16.01.2019 21:15","65176","67257"
"16.01.2019 21:15 - 16.01.2019 21:30","64516","66492"
"16.01.2019 21:30 - 16.01.2019 21:45","64318","65680"
"16.01.2019 21:45 - 16.01.2019 22:00","63462","64669"
"16.01.2019 22:00 - 16.01.2019 22:15","63494","64285"
"16.01.2019 22:15 - 16.01.2019 22:30","61470","63467"
"16.01.2019 22:30 - 16.01.2019 22:45","61562","62654"
"16.01.2019 22:45 - 16.01.2019 23:00","59872","61705"
"16.01.2019 23:00 - 16.01.2019 23:15","59517","60423"
"16.01.2019 23:15 - 16.01.2019 23:30","58135","59579"
"16.01.2019 23:30 - 16.01.2019 23:45","56571","58811"
"16.01.2019 23:45 - 17.01.2019 00:00","55899","57972"
"17.01.2019 00:00 - 17.01.2019 00:15","55950","57044"
"17.01.2019 00:15 - 17.01.2019 00:30","55131","56383"
"17.01.2019 00:30 - 17.01.2019 00:45","54674","56086"
"17.01.2019 00:45 - 17.01.2019 01:00","54094","55509"
"17.01.2019 01:00 - 17.01.2019 01:15","53609","54971"
"17.01.2019 01:15 - 17.01.2019 01:30","52986","54253"
"17.01.2019 01:30 - 17.01.2019 01:45","52961","54210"
"17.01.2019 01:45 - 17.01.2019 02:00","52634","54132"
"17.01.2019 02:00 - 17.01.2019 02:15","52187","53336"
"17.01.2019 02:15 - 17.01.2019 02:30","51939","53122"
"17.01.2019 02:30 - 17.01.2019 02:45","52176","53032"
"17.01.2019 02:45 - 17.01.2019 03:00","52223","53125"
"17.01.2019 03:00 - 17.01.2019 03:15","52226","53097"
"17.01.2019 03:15 - 17.01.2019 03:30","52234","53365"
"17.01.2019 03:30 - 17.01.2019 03:45","52318","53119"
"17.01.2019 03:45 - 17.01.2019 04:00","52393","53341"
"17.01.2019 04:00 - 17.01.2019 04:15","52916","53994"
"17.01.2019 04:15 - 17.01.2019 04:30","53091","54697"
"17.01.2019 04:30 - 17.01.2019 04:45","53536","55027"
"17.01.2019 04:45 - 17.01.2019 05:00","54002","55238"
"17.01.2019 05:00 - 17.01.2019 05:15","55081","56876"
"17.01.2019 05:15 - 17.01.2019 05:30","55595","57409"
"17.01.2019 05:30 - 17.01.2019 05:45","56600","58372"
"17.01.2019 05:45 - 17.01.2019 06:00","57857","59618"
"17.01.2019 06:00 - 17.01.2019 06:15","59976","62450"
"17.01.2019 06:15 - 17.01.2019 06:30","62309","64694"
"17.01.2019 06:30 - 17.01.2019 06:45","64114","66500"
"17.01.2019 06:45 - 17.01.2019 07:00","65851","68303"
"17.01.2019 07:00 - 17.01.2019 07:15","67526","70582"
"17.01.2019 07:15 - 17.01.2019 07:30","68420","72164"
"17.01.2019 07:30 - 17.01.2019 07:45","69815","73165"
"17.01.2019 07:45 - 17.01.2019 08:00","70527","74205"
"17.01.2019 08:00 - 17.01.2019 08:15","71256","74531"
"17.01.2019 08:15 - 17.01.2019 08:30","71320","74856"
"17.01.2019 08:30 - 17.01.2019 08:45","71648","74992"
"17.01.2019 08:45 - 17.01.2019 09:00","71789","74776"
"17.01.2019 09:00 - 17.01.2019 09:15","71326","74333"
"17.01.2019 09:15 - 17.01.2019 09:30","71802","74665"
"17.01.2019 09:30 - 17.01.2019 09:45","71831","74749"
"17.01.2019 09:45 - 17.01.2019 10:00","72112","74857"
"17.01.2019 10:00 - 17.01.2019 10:15","72679","74859"
"17.01.2019 10:15 - 17.01.2019 10:30","72676","75168"
"17.01.2019 10:30 - 17.01.2019 10:45","72768","75343"
"17.01.2019 10:45 - 17.01.2019 11:00","72936","75664"
"17.01.2019 11:00 - 17.01.2019 11:15","73410","75685"
"17.01.2019 11:15 - 17.01.2019 11:30","73611","76000"
"17.01.2019 11:30 - 17.01.2019 11:45","73821","76388"
"17.01.2019 11:45 - 17.01.2019 12:00","73764","76633"
"17.01.2019 12:00 - 17.01.2019 12:15","73089","76236"
"17.01.2019 12:15 - 17.01.2019 12:30","73236","76059"
"17.01.2019 12:30 - 17.01.2019 12:45","73057","76100"
"17.01.2019 12:45 - 17.01.2019 13:00","73209","75635"
"17.01.2019 13:00 - 17.01.2019 13:15","73115","76421"
"17.01.2019 13:15 - 17.01.2019 13:30","72884","76100"
"17.01.2019 13:30 - 17.01.2019 13:45","72485","75610"
"17.01.2019 13:45 - 17.01.2019 14:00","72076","74435"
"17.01.2019 14:00 - 17.01.2019 14:15","71857","75013"
"17.01.2019 14:15 - 17.01.2019 14:30","71523","74920"
"17.01.2019 14:30 - 17.01.2019 14:45","71613","74223"
"17.01.2019 14:45 - 17.01.2019 15:00","71495","73823"
"17.01.2019 15:00 - 17.01.2019 15:15","70970","74156"
"17.01.2019 15:15 - 17.01.2019 15:30","71284","73231"
"17.01.2019 15:30 - 17.01.2019 15:45","71101","73182"
"17.01.2019 15:45 - 17.01.2019 16:00","70965","72782"
"17.01.2019 16:00 - 17.01.2019 16:15","71053","73210"
"17.01.2019 16:15 - 17.01.2019 16:30","70812","73245"
"17.01.2019 16:30 - 17.01.2019 16:45","70634","73473"
"17.01.2019 16:45 - 17.01.2019 17:00","71974","73927"
"17.01.2019 17:00 - 17.01.2019 17:15","72596","75098"
"17.01.2019 17:15 - 17.01.2019 17:30","73231","76184"
"17.01.2019 17:30 - 17.01.2019 17:45","73563","76755"
"17.01.2019 17:45 - 17.01.2019 18:00","74181","76847"
"17.01.2019 18:00 - 17.01.2019 18:15","73767","76392"
"17.01.2019 18:15 - 17.01.2019 18:30","73638","76093"
"17.01.2019 18:30 - 17.01.2019 18:45","73544","76129"
"17.01.2019 18:45 - 17.01.2019 19:00","73069","75286"
"17.01.2019 19:00 - 17.01.2019 19:15","72680","75162"
"17.01.2019 19:15 - 17.01.2019 19:30","72127","74320"
"17.01.2019 19:30 - 17.01.2019 19:45","71670","73661"
"17.01.2019 19:45 - 17.01.2019 20:00","70581","73412"
"17.01.2019 20:00 - 17.01.2019 20:15","69706","72364"
"17.01.2019 20:15 - 17.01.2019 20:30","68159","71176"
"17.01.2019 20:30 - 17.01.2019 20:45","67317","70109"
"17.01.2019 20:45 - 17.01.2019 21:00","66601","68905"
"17.01.2019 21:00 - 17.01.2019 21:15","65492","67751"
"17.01.2019 21:15 - 17.01.2019 21:30","64819","66993"
"17.01.2019 21:30 - 17.01.2019 21:45","64391","66128"
"17.01.2019 21:45 - 17.01.2019 22:00","63615","65865"
"17.01.2019 22:00 - 17.01.2019 22:15","63785","65265"
"17.01.2019 22:15 - 17.01.2019 22:30","62402","64118"
"17.01.2019 22:30 - 17.01.2019 22:45","61909","62831"
"17.01.2019 22:45 - 17.01.2019 23:00","60502","61789"
"17.01.2019 23:00 - 17.01.2019 23:15","59626","60118"
"17.01.2019 23:15 - 17.01.2019 23:30","58473","59805"
"17.01.2019 23:30 - 17.01.2019 23:45","57301","58756"
"17.01.2019 23:45 - 18.01.2019 00:00","56529","57880"
"18.01.2019 00:00 - 18.01.2019 00:15","56917","57321"
"18.01.2019 00:15 - 18.01.2019 00:30","56073","56884"
"18.01.2019 00:30 - 18.01.2019 00:45","55646","56460"
"18.01.2019 00:45 - 18.01.2019 01:00","55082","55879"
"18.01.2019 01:00 - 18.01.2019 01:15","54655","54958"
"18.01.2019 01:15 - 18.01.2019 01:30","53432","54506"
"18.01.2019 01:30 - 18.01.2019 01:45","53986","54114"
"18.01.2019 01:45 - 18.01.2019 02:00","53375","53702"
"18.01.2019 02:00 - 18.01.2019 02:15","52971","53231"
"18.01.2019 02:15 - 18.01.2019 02:30","52723","52976"
"18.01.2019 02:30 - 18.01.2019 02:45","53232","52646"
"18.01.2019 02:45 - 18.01.2019 03:00","53346","52187"
"18.01.2019 03:00 - 18.01.2019 03:15","52948","53104"
"18.01.2019 03:15 - 18.01.2019 03:30","53131","52943"
"18.01.2019 03:30 - 18.01.2019 03:45","53215","53147"
"18.01.2019 03:45 - 18.01.2019 04:00","53334","53460"
"18.01.2019 04:00 - 18.01.2019 04:15","54128","54122"
"18.01.2019 04:15 - 18.01.2019 04:30","53873","54525"
"18.01.2019 04:30 - 18.01.2019 04:45","54576","54578"
"18.01.2019 04:45 - 18.01.2019 05:00","55230","54994"
"18.01.2019 05:00 - 18.01.2019 05:15","55803","56029"
"18.01.2019 05:15 - 18.01.2019 05:30","56227","56480"
"18.01.2019 05:30 - 18.01.2019 05:45","57447","57468"
"18.01.2019 05:45 - 18.01.2019 06:00","58653","58779"
"18.01.2019 06:00 - 18.01.2019 06:15","60508","61407"
"18.01.2019 06:15 - 18.01.2019 06:30","63116","63578"
"18.01.2019 06:30 - 18.01.2019 06:45","64681","65464"
"18.01.2019 06:45 - 18.01.2019 07:00","66413","66439"
"18.01.2019 07:00 - 18.01.2019 07:15","67946","69133"
"18.01.2019 07:15 - 18.01.2019 07:30","68647","70317"
"18.01.2019 07:30 - 18.01.2019 07:45","68909","71364"
"18.01.2019 07:45 - 18.01.2019 08:00","69555","71881"
"18.01.2019 08:00 - 18.01.2019 08:15","70702","72827"
"18.01.2019 08:15 - 18.01.2019 08:30","70187","73052"
"18.01.2019 08:30 - 18.01.2019 08:45","70409","73070"
"18.01.2019 08:45 - 18.01.2019 09:00","70667","72215"
"18.01.2019 09:00 - 18.01.2019 09:15","70171","72636"
"18.01.2019 09:15 - 18.01.2019 09:30","71230","72754"
"18.01.2019 09:30 - 18.01.2019 09:45","70595","72126"
"18.01.2019 09:45 - 18.01.2019 10:00","71558","72238"
"18.01.2019 10:00 - 18.01.2019 10:15","71568","72625"
"18.01.2019 10:15 - 18.01.2019 10:30","71375","72603"
"18.01.2019 10:30 - 18.01.2019 10:45","71356","71730"
"18.01.2019 10:45 - 18.01.2019 11:00","71279","71849"
"18.01.2019 11:00 - 18.01.2019 11:15","72202","72707"
"18.01.2019 11:15 - 18.01.2019 11:30","72063","72966"
"18.01.2019 11:30 - 18.01.2019 11:45","72371","72202"
"18.01.2019 11:45 - 18.01.2019 12:00","72259","72040"
"18.01.2019 12:00 - 18.01.2019 12:15","71014","72489"
"18.01.2019 12:15 - 18.01.2019 12:30","71283","71464"
"18.01.2019 12:30 - 18.01.2019 12:45","71172","71069"
"18.01.2019 12:45 - 18.01.2019 13:00","71242","70997"
"18.01.2019 13:00 - 18.01.2019 13:15","71102","71425"
"18.01.2019 13:15 - 18.01.2019 13:30","70630","70870"
"18.01.2019 13:30 - 18.01.2019 13:45","69973","70409"
"18.01.2019 13:45 - 18.01.2019 14:00","69635","68846"
"18.01.2019 14:00 - 18.01.2019 14:15","69657","69716"
"18.01.2019 14:15 - 18.01.2019 14:30","69037","69512"
"18.01.2019 14:30 - 18.01.2019 14:45","68971","69178"
"18.01.2019 14:45 - 18.01.2019 15:00","69124","69185"
"18.01.2019 15:00 - 18.01.2019 15:15","68736","68889"
"18.01.2019 15:15 - 18.01.2019 15:30","68860","68598"
"18.01.2019 15:30 - 18.01.2019 15:45","68808","68461"
"18.01.2019 15:45 - 18.01.2019 16:00","68691","68323"
"18.01.2019 16:00 - 18.01.2019 16:15","68763","68317"
"18.01.2019 16:15 - 18.01.2019 16:30","68846","68367"
"18.01.2019 16:30 - 18.01.2019 16:45","68359","68710"
"18.01.2019 16:45 - 18.01.2019 17:00","69966","69529"
"18.01.2019 17:00 - 18.01.2019 17:15","70676","71005"
"18.01.2019 17:15 - 18.01.2019 17:30","71406","72093"
"18.01.2019 17:30 - 18.01.2019 17:45","71470","72595"
"18.01.2019 17:45 - 18.01.2019 18:00","72368","72547"
"18.01.2019 18:00 - 18.01.2019 18:15","72120","72338"
"18.01.2019 18:15 - 18.01.2019 18:30","72010","71926"
"18.01.2019 18:30 - 18.01.2019 18:45","71991","71520"
"18.01.2019 18:45 - 18.01.2019 19:00","70731","70855"
"18.01.2019 19:00 - 18.01.2019 19:15","70493","71008"
"18.01.2019 19:15 - 18.01.2019 19:30","70128","70274"
"18.01.2019 19:30 - 18.01.2019 19:45","69882","68936"
"18.01.2019 19:45 - 18.01.2019 20:00","68453","68105"
"18.01.2019 20:00 - 18.01.2019 20:15","67732","67322"
"18.01.2019 20:15 - 18.01.2019 20:30","65905","66299"
"18.01.2019 20:30 - 18.01.2019 20:45","65257","65416"
"18.01.2019 20:45 - 18.01.2019 21:00","64577","64533"
"18.01.2019 21:00 - 18.01.2019 21:15","63095","63825"
"18.01.2019 21:15 - 18.01.2019 21:30","62750","63316"
"18.01.2019 21:30 - 18.01.2019 21:45","62748","62676"
"18.01.2019 21:45 - 18.01.2019 22:00","61732","61834"
"18.01.2019 22:00 - 18.01.2019 22:15","62077","61784"
"18.01.2019 22:15 - 18.01.2019 22:30","59818","60916"
"18.01.2019 22:30 - 18.01.2019 22:45","60219","60078"
"18.01.2019 22:45 - 18.01.2019 23:00","58683","59583"
"18.01.2019 23:00 - 18.01.2019 23:15","58584","58815"
"18.01.2019 23:15 - 18.01.2019 23:30","57116","58121"
"18.01.2019 23:30 - 18.01.2019 23:45","55515","57689"
